0.0289,3
0.0289,3
0.0279,3
0.0289,3
0.0279,3
0.0299,3
0.0289,3
0.0289,3
0.0290,3
0.0289,3
0.0299,3
0.0299,3
0.0289,3
0.0299,3
0.0329,3
0.0299,3
0.0309,3
0.0310,3
0.0489,3
0.0310,3
0.0329,3
0.0310,3
0.0299,3
0.0289,4
0.0289,4
0.0289,4
0.0289,4
0.0339,4
0.0289,4
0.0300,4
0.0309,4
0.0299,4
0.0422,4
0.0309,4
0.0300,4
0.0329,4
0.0439,4
0.0289,4
0.0299,4
0.0319,4
0.0330,4
0.0309,4
0.0359,4
0.0320,4
0.0300,4
0.0429,4
0.0289,4
0.0299,4
0.0299,4
0.0299,4
0.0299,4
0.0309,4
0.0299,4
0.0309,4
0.0299,4
0.0309,4
0.0319,4
0.0309,4
0.0299,4
0.0299,4
0.0359,4
0.0299,4
0.0299,4
0.0300,4
0.0289,4
0.0289,4
0.0289,4
0.0289,4
0.0299,4
0.0309,4
0.0309,4
0.0289,4
0.0315,4
0.0279,4
0.0279,4
0.0289,4
0.0289,4
0.0290,4
0.0289,4
0.0309,4
0.0299,4
0.0289,4
0.0299,4
0.0279,4
0.0279,4
0.0289,4
0.0296,4
0.0299,4
0.0299,4
0.0310,4
0.0300,4
0.0289,4
0.0283,4
0.0309,5
0.0279,5
0.0284,5
0.0299,5
0.0309,5
0.0294,5
0.0289,5
0.0289,5
0.0300,5
0.0290,6
0.0299,6
0.0299,6
0.0291,6
0.0289,6
0.0309,6
0.0299,6
0.0299,6
0.0289,6
0.0289,6
0.0289,6
0.0289,6
0.0289,6
0.0289,6
0.0290,6
0.0299,6
0.0289,6
0.0299,6
0.0309,6
0.0289,6
0.0289,6
0.0290,6
0.0290,7
0.0290,7
0.0291,7
0.0300,7
0.0319,7
0.0290,7
0.0328,7
0.0289,7
0.0289,7
0.0303,7
0.0299,7
0.0299,7
0.0290,7
0.0290,7
0.0307,7
0.0281,7
0.0291,7
0.0289,7
0.0289,7
0.0289,7
0.0299,7
0.0289,7
0.0289,7
0.0299,7
0.0301,7
0.0289,7
0.0309,7
0.0289,7
0.0299,7
0.0289,7
0.0279,7
0.0299,7
0.0284,8
0.0312,8
0.0289,8
0.0299,8
0.0299,8
0.0299,8
0.0294,8
0.0309,8
0.0299,8
0.0294,8
0.0289,8
0.0300,8
0.0289,8
0.0289,8
0.0299,8
0.0299,8
0.0289,8
0.0289,8
0.0299,8
0.0289,8
0.0320,8
0.0285,8
0.0319,8
0.0290,8
0.0292,8
0.0291,8
0.0299,8
0.0290,8
0.0302,8
0.0291,8
0.0302,8
0.0299,8
0.0309,8
0.0289,8
0.0301,8
0.0311,8
0.0290,8
0.0290,8
0.0299,8
0.0310,8
0.0299,8
0.0299,8
0.0289,8
0.0299,8
0.0284,8
0.0300,8
0.0309,8
0.0304,8
0.0299,8
0.0319,8
0.0294,8
0.0299,8
0.0299,8
0.0289,8
0.0300,8
0.0299,8
0.0289,8
0.0299,8
0.0329,8
0.0309,8
0.0299,8
0.0289,8
0.0289,8
0.0290,8
0.0289,8
0.0299,8
0.0299,8
0.0289,8
0.0319,8
0.0299,8
0.0299,8
0.0299,8
0.0279,9
0.0289,9
0.0289,9
0.0299,9
0.0299,9
0.0290,9
0.0299,9
0.0289,9
0.0289,9
0.0290,9
0.0302,10
0.0290,10
0.0289,10
0.0299,10
0.0291,10
0.0299,10
0.0308,10
0.0289,10
0.0299,10
0.0299,10
0.0289,10
0.0289,10
0.0289,10
0.0300,10
0.0290,10
0.0309,10
0.0290,10
0.0299,10
0.0299,10
0.0299,10
0.0319,10
0.0302,10
0.0309,10
0.0299,10
0.0299,10
0.0309,10
0.0299,10
0.0289,10
0.0299,10
0.0289,10
0.0299,10
0.0309,10
0.0299,10
0.0299,10
0.0309,10
0.0299,10
0.0299,10
0.0299,10
0.0299,10
0.0289,10
0.0290,10
0.0289,10
0.0299,10
0.0299,10
0.0299,10
0.0300,10
0.0299,10
0.0299,10
0.0299,10
0.0289,10
0.0295,10
0.0299,10
0.0299,10
0.0315,10
0.0300,10
0.0289,10
0.0290,10
0.0289,10
0.0300,10
0.0310,10
0.0299,10
0.0289,11
0.0299,11
0.0299,11
0.0289,11
0.0289,11
0.0290,11
0.0289,11
0.0295,11
0.0299,11
0.0309,11
0.0299,11
0.0300,11
0.0309,11
0.0299,11
0.0299,11
0.0299,11
0.0289,11
0.0289,11
0.0289,11
0.0300,11
0.0289,11
0.0310,11
0.0299,11
0.0300,11
0.0289,11
0.0299,11
0.0299,11
0.0289,11
0.0289,11
0.0299,11
0.0289,11
0.0309,11
0.0289,11
0.0289,11
0.0289,11
0.0299,11
0.0299,12
0.0299,12
0.0299,12
0.0309,12
0.0289,12
0.0299,12
0.0289,12
0.0289,12
0.0289,12
0.0299,12
0.0299,12
0.0299,12
0.0299,12
0.0306,12
